PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32585310","Proteome-wide assessment of diabetes mellitus in Qatari identifies IGFBP-2 as a risk factor already with early glycaemic disturbances","Noordam R, van Heemst D, Suhre K, Krumsiek J, Mook-Kanamori DO.","Arch Biochem Biophys. 2020 Aug 15;689:108476. doi: 10.1016/j.abb.2020.108476. Epub 2020 Jun 22.","Noordam R","Arch Biochem Biophys","2020","2020/06/26","","","10.1016/j.abb.2020.108476"
"38809765","Lipidomic analysis of serum exosomes identifies a novel diagnostic marker for type 2 diabetes mellitus","Zhang L, Lu T, Zhou B, Sun Y, Wang L, Qiao G, Yang T.","Lab Med. 2024 Nov 4;55(6):724-731. doi: 10.1093/labmed/lmae039.","Zhang L","Lab Med","2024","2024/05/29","","","10.1093/labmed/lmae039"
"25528424","Dietary predictors of arterial stiffness in a cohort with type 1 and type 2 diabetes","Petersen KS, Keogh JB, Meikle PJ, Garg ML, Clifton PM.","Atherosclerosis. 2015 Feb;238(2):175-81. doi: 10.1016/j.atherosclerosis.2014.12.012. Epub 2014 Dec 10.","Petersen KS","Atherosclerosis","2015","2014/12/22","","","10.1016/j.atherosclerosis.2014.12.012"
"22314925","Exploring salivary proteomes in edentulous patients with type 2 diabetes","Border MB, Schwartz S, Carlson J, Dibble CF, Kohltfarber H, Offenbacher S, Buse JB, Bencharit S.","Mol Biosyst. 2012 Apr;8(4):1304-10. doi: 10.1039/c2mb05079j. Epub 2012 Feb 8.","Border MB","Mol Biosyst","2012","2012/02/09","","","10.1039/c2mb05079j"
"21678470","Comparative proteome analysis of 3T3-L1 adipocyte differentiation using iTRAQ-coupled 2D LC-MS/MS","Ye F, Zhang H, Yang YX, Hu HD, Sze SK, Meng W, Qian J, Ren H, Yang BL, Luo MY, Wu X, Zhu W, Cai WJ, Tong JB.","J Cell Biochem. 2011 Oct;112(10):3002-14. doi: 10.1002/jcb.23223.","Ye F","J Cell Biochem","2011","2011/06/17","","","10.1002/jcb.23223"
"20959534","Proteomics analysis reveals diabetic kidney as a ketogenic organ in type 2 diabetes","Zhang D, Yang H, Kong X, Wang K, Mao X, Yan X, Wang Y, Liu S, Zhang X, Li J, Chen L, Wu J, Wei M, Yang J, Guan Y.","Am J Physiol Endocrinol Metab. 2011 Feb;300(2):E287-95. doi: 10.1152/ajpendo.00308.2010. Epub 2010 Oct 19.","Zhang D","Am J Physiol Endocrinol Metab","2011","2010/10/21","","","10.1152/ajpendo.00308.2010"
"33485750","Altered plasma serine and 1-deoxydihydroceramide profiles are associated with diabetic neuropathy in type 2 diabetes and obesity","Fridman V, Zarini S, Sillau S, Harrison K, Bergman BC, Feldman EL, Reusch JEB, Callaghan BC.","J Diabetes Complications. 2021 Apr;35(4):107852. doi: 10.1016/j.jdiacomp.2021.107852. Epub 2021 Jan 9.","Fridman V","J Diabetes Complications","2021","2021/01/24","PMC8114795","NIHMS1694614","10.1016/j.jdiacomp.2021.107852"
"18062666","Metabolomic and proteomic analysis of a clonal insulin-producing beta-cell line (INS-1 832/13)","Fernandez C, Fransson U, Hallgard E, Spégel P, Holm C, Krogh M, Wårell K, James P, Mulder H.","J Proteome Res. 2008 Jan;7(1):400-11. doi: 10.1021/pr070547d. Epub 2007 Dec 7.","Fernandez C","J Proteome Res","2008","2007/12/08","","","10.1021/pr070547d"
"24112450","Vardenafil improves penile erection in type 2 diabetes mellitus patients with erectile dysfunction: role of tropomyosin","Zamorano-León JJ, Olivier C, de Las Heras N, Mateos-Cáceres PJ, Brime Menéndez R, Rodríguez-Sierra P, Martín Palacios N, Manso LS, Modrego J, Segura A, Macaya C, López-Farré AJ.","J Sex Med. 2013 Dec;10(12):3110-20. doi: 10.1111/jsm.12324. Epub 2013 Sep 24.","Zamorano-León JJ","J Sex Med","2013","2013/10/12","","","10.1111/jsm.12324"
"36311432","Combined analysis of the transcriptome and proteome of Eucommia ulmoides Oliv. (Duzhong) in response to Fusarium oxysporum","Lu Y, Dong X, Huang X, Zhao DG, Zhao Y, Peng L.","Front Chem. 2022 Oct 13;10:1053227. doi: 10.3389/fchem.2022.1053227. eCollection 2022.","Lu Y","Front Chem","2022","2022/10/31","PMC9606346","","10.3389/fchem.2022.1053227"
"35351576","The water extract of Radix scutellariae, its total flavonoids and baicalin inhibited CYP7A1 expression, improved bile acid, and glycolipid metabolism in T2DM mice","Yan X, Zhang Y, Peng Y, Li X.","J Ethnopharmacol. 2022 Jul 15;293:115238. doi: 10.1016/j.jep.2022.115238. Epub 2022 Mar 26.","Yan X","J Ethnopharmacol","2022","2022/03/30","","","10.1016/j.jep.2022.115238"
"36253014","Metabolomic markers of glucose regulation after a lifestyle intervention in prediabetes","Sevilla-Gonzalez MDR, Manning AK, Westerman KE, Aguilar-Salinas CA, Deik A, Clish CB.","BMJ Open Diabetes Res Care. 2022 Oct;10(5):e003010. doi: 10.1136/bmjdrc-2022-003010.","Sevilla-Gonzalez MDR","BMJ Open Diabetes Res Care","2022","2022/10/17","PMC9577902","","10.1136/bmjdrc-2022-003010"
"29623822","Mass Spectrometric Analysis of Proteins of L6 Skeletal Muscle Cells Under Different Glucose Conditions and Vitamin D Supplementation","Taneja N, Priyadarshini.","Protein Pept Lett. 2018;25(4):356-361. doi: 10.2174/0929866525666180406142128.","Taneja N","Protein Pept Lett","2018","2018/04/07","","","10.2174/0929866525666180406142128"
"18061845","Proteomics and diabetic nephropathy","Merchant ML, Klein JB.","Semin Nephrol. 2007 Nov;27(6):627-36. doi: 10.1016/j.semnephrol.2007.09.003.","Merchant ML","Semin Nephrol","2007","2007/12/07","","","10.1016/j.semnephrol.2007.09.003"
"23010011","Mining of protein based biomarkers for type 2 diabetes mellitus","Khan AR, Awan FR.","Pak J Pharm Sci. 2012 Oct;25(4):889-901.","Khan AR","Pak J Pharm Sci","2012","2012/09/27","","",""
"37266531","Salivary 1,5-Anhydroglucitol and its Correlation with Postprandial Hyperglycemia: Development and Validation of a Novel Assay","Kedarnath PS, Subramanian SS, Bhaskar E, Kasi M, Pillai V, Subramanian S, Manohar V.","Int J Appl Basic Med Res. 2023 Jan-Mar;13(1):23-28. doi: 10.4103/ijabmr.ijabmr_378_22. Epub 2023 Mar 27.","Kedarnath PS","Int J Appl Basic Med Res","2023","2023/06/02","PMC10230528","","10.4103/ijabmr.ijabmr_378_22"
"38053726","Untargeted metabolomics reveals dynamic changes in metabolic profiles of rat supraspinatus tendon at three different time points after diabetes induction","Xu K, Zhang L, Wang T, Ren Z, Yu T, Zhang Y, Zhao X.","Front Endocrinol (Lausanne). 2023 Nov 20;14:1292103. doi: 10.3389/fendo.2023.1292103. eCollection 2023.","Xu K","Front Endocrinol (Lausanne)","2023","2023/12/06","PMC10694349","","10.3389/fendo.2023.1292103"
"36341434","Metabolic Reprogramming in SARS-CoV-2 Infection Impacts the Outcome of COVID-19 Patients","Martínez-Gómez LE, Ibarra-González I, Fernández-Lainez C, Tusie T, Moreno-Macías H, Martinez-Armenta C, Jimenez-Gutierrez GE, Vázquez-Cárdenas P, Vidal-Vázquez P, Ramírez-Hinojosa JP, Rodríguez-Zulueta AP, Vargas-Alarcón G, Rojas-Velasco G, Sánchez-Muñoz F, Posadas-Sanchez R, Martínez-Ruiz FJ, Zayago-Angeles DM, Moreno ML, Barajas-Galicia E, Lopez-Cisneros G, Gonzalez-Fernández NC, Ortega-Peña S, Herrera-López B, Olea-Torres J, Juárez-Arias M, Rosas-Vásquez M, Cabrera-Nieto SA, Magaña JJ, Camacho-Rea MDC, Suarez-Ahedo C, Coronado-Zarco I, Valdespino-Vázquez MY, Martínez-Nava GA, Pineda C, Vela-Amieva M, López-Reyes A; Mex-Gen-COVID Initiative Group.","Front Immunol. 2022 Jul 11;13:936106. doi: 10.3389/fimmu.2022.936106. eCollection 2022.","Martínez-Gómez LE","Front Immunol","2022","2022/11/07","PMC9634751","","10.3389/fimmu.2022.936106"
"32789678","Multi-proteomic approach to predict specific cardiovascular events in patients with diabetes and myocardial infarction: findings from the EXAMINE trial","Ferreira JP, Sharma A, Mehta C, Bakris G, Rossignol P, White WB, Zannad F.","Clin Res Cardiol. 2021 Jul;110(7):1006-1019. doi: 10.1007/s00392-020-01729-3. Epub 2020 Aug 13.","Ferreira JP","Clin Res Cardiol","2021","2020/08/14","","","10.1007/s00392-020-01729-3"
"29028997","Serum Quantitative Proteomic Analysis Reveals Soluble EGFR To Be a Marker of Insulin Resistance in Male Mice and Humans","Kyohara M, Shirakawa J, Okuyama T, Kimura A, Togashi Y, Tajima K, Hirano H, Terauchi Y.","Endocrinology. 2017 Dec 1;158(12):4152-4164. doi: 10.1210/en.2017-00339.","Kyohara M","Endocrinology","2017","2017/10/14","","","10.1210/en.2017-00339"
"24668551","A proteomic analysis of excreted and circulating proteins from obese patients following two different weight-loss strategies","Alfadda AA, Turjoman AA, Moustafa AS, Al-Naami MY, Chishti MA, Sallam RM, Gibson D, Duncan MW.","Exp Biol Med (Maywood). 2014 May;239(5):568-80. doi: 10.1177/1535370214523894. Epub 2014 Mar 25.","Alfadda AA","Exp Biol Med (Maywood)","2014","2014/03/27","","","10.1177/1535370214523894"
"25216282","Gestational diabetes is characterized by reduced mitochondrial protein expression and altered calcium signaling proteins in skeletal muscle","Boyle KE, Hwang H, Janssen RC, DeVente JM, Barbour LA, Hernandez TL, Mandarino LJ, Lappas M, Friedman JE.","PLoS One. 2014 Sep 12;9(9):e106872. doi: 10.1371/journal.pone.0106872. eCollection 2014.","Boyle KE","PLoS One","2014","2014/09/13","PMC4162568","","10.1371/journal.pone.0106872"
"25897294","Can Saliva Proteins Be Used to Predict the Onset of Acute Myocardial Infarction among High-Risk Patients?","Rahim MA, Rahim ZH, Ahmad WA, Hashim OH.","Int J Med Sci. 2015 Apr 3;12(4):329-35. doi: 10.7150/ijms.11280. eCollection 2015.","Rahim MA","Int J Med Sci","2015","2015/04/22","PMC4402436","","10.7150/ijms.11280"
"39621883","Plasma proteomic signatures of adiposity are associated with cardiovascular risk factors and type 2 diabetes risk in a multi-ethnic Asian population","Lim CGY, Ozkan B, Liang Y, Chen J, Yao J, Khaing NEE, Rooney MR, Ndumele CE, Tai ES, Coresh J, Sim X, van Dam RM.","Diabetes. 2024 Dec 2:db240184. doi: 10.2337/db24-0184. Online ahead of print.","Lim CGY","Diabetes","2024","2024/12/02","","","10.2337/db24-0184"
"27863080","Screening for potential serum-based proteomic biomarkers for human type 2 diabetes mellitus using MALDI-TOF MS","Meng Q, Ge S, Yan W, Li R, Dou J, Wang H, Wang B, Ma Q, Zhou Y, Song M, Yu X, Wang H, Yang X, Liu F, Alzain MA, Yan Y, Zhang L, Wu L, Zhao F, He Y, Guo X, Chen F, Xu W, Garcia M, Menon D, Wang Y, Mu Y, Wang W.","Proteomics Clin Appl. 2017 Mar;11(3-4). doi: 10.1002/prca.201600079. Epub 2016 Nov 30.","Meng Q","Proteomics Clin Appl","2017","2016/11/19","","","10.1002/prca.201600079"
"20015604","Proteomic identification of human serum biomarkers in diabetes mellitus type 2","Riaz S, Alam SS, Akhtar MW.","J Pharm Biomed Anal. 2010 Apr 6;51(5):1103-7. doi: 10.1016/j.jpba.2009.11.016. Epub 2009 Nov 20.","Riaz S","J Pharm Biomed Anal","2010","2009/12/18","","","10.1016/j.jpba.2009.11.016"
"33691685","Discovery and validation of PZP as a novel serum biomarker for screening lung adenocarcinoma in type 2 diabetes mellitus patients","Yang J, Yang C, Shen H, Wu W, Tian Z, Xu Q, Cao C, Ye S, Ban L, Tong X, Mei J.","Cancer Cell Int. 2021 Mar 10;21(1):162. doi: 10.1186/s12935-021-01861-8.","Yang J","Cancer Cell Int","2021","2021/03/11","PMC7945354","","10.1186/s12935-021-01861-8"
"29149484","Comparative analysis of proteomes between diabetic and normal human sperm: Insights into the effects of diabetes on male reproduction based on the regulation of mitochondria-related proteins","An T, Wang YF, Liu JX, Pan YY, Liu YF, He ZC, Mo FF, Li J, Kang LH, Gu YJ, Lv BH, Gao SH, Jiang GJ.","Mol Reprod Dev. 2018 Jan;85(1):7-16. doi: 10.1002/mrd.22930. Epub 2017 Dec 15.","An T","Mol Reprod Dev","2018","2017/11/18","","","10.1002/mrd.22930"
"38949094","Application of Proteomics and Machine Learning Methods to Study the Pathogenesis of Diabetic Nephropathy and Screen Urinary Biomarkers","Yan X, Zhang X, Li H, Zou Y, Lu W, Zhan M, Liang Z, Zhuang H, Ran X, Ma G, Lin X, Yang H, Huang Y, Wang H, Shen L.","J Proteome Res. 2024 Aug 2;23(8):3612-3625. doi: 10.1021/acs.jproteome.4c00267. Epub 2024 Jul 1.","Yan X","J Proteome Res","2024","2024/07/01","","","10.1021/acs.jproteome.4c00267"
"38518968","Altered neopterin and IDO in kynurenine metabolism based on LC-MS/MS metabolomics study: Novel therapeutic checkpoints for type 2 diabetes mellitus","Liu Z, Ma Z, Jin L, Nizhamuding X, Zeng J, Zhang T, Zhang J, Wang J, Zhao H, Zhou W, Zhang C.","Clin Chim Acta. 2024 Apr 15;557:117859. doi: 10.1016/j.cca.2024.117859. Epub 2024 Mar 20.","Liu Z","Clin Chim Acta","2024","2024/03/22","","","10.1016/j.cca.2024.117859"
"28663594","Metabolite profiling in identifying metabolic biomarkers in older people with late-onset type 2 diabetes mellitus","Tam ZY, Ng SP, Tan LQ, Lin CH, Rothenbacher D, Klenk J, Boehm BO; SPC Team; ActiFE Study Group.","Sci Rep. 2017 Jun 29;7(1):4392. doi: 10.1038/s41598-017-01735-y.","Tam ZY","Sci Rep","2017","2017/07/01","PMC5491522","","10.1038/s41598-017-01735-y"
"33773689","Regulatory effects of hawthorn polyphenols on hyperglycemic, inflammatory, insulin resistance responses, and alleviation of aortic injury in type 2 diabetic rats","Liu S, Yu J, Fu M, Wang X, Chang X.","Food Res Int. 2021 Apr;142:110239. doi: 10.1016/j.foodres.2021.110239. Epub 2021 Feb 25.","Liu S","Food Res Int","2021","2021/03/28","","","10.1016/j.foodres.2021.110239"
"33685035","Plasma Targeted Metabolomics Analysis for Amino Acids and Acylcarnitines in Patients with Prediabetes, Type 2 Diabetes Mellitus, and Diabetic Vascular Complications","Li X, Li Y, Liang Y, Hu R, Xu W, Liu Y.","Diabetes Metab J. 2021 Mar;45(2):195-208. doi: 10.4093/dmj.2019.0209. Epub 2021 Mar 9.","Li X","Diabetes Metab J","2021","2021/03/09","PMC8024149","","10.4093/dmj.2019.0209"
"28529466","The serum protein responses to treatment with Xiaoke Pill and Glibenclamide in type 2 diabetes patients","Zhang X, Sun H, Paul SK, Wang Q, Lou X, Hou G, Wen B, Ji L, Liu S.","Clin Proteomics. 2017 May 17;14:19. doi: 10.1186/s12014-017-9154-0. eCollection 2017.","Zhang X","Clin Proteomics","2017","2017/05/23","PMC5436452","","10.1186/s12014-017-9154-0"
"34917649","A Novel Diagnostic Biomarker, PZP, for Detecting Colorectal Cancer in Type 2 Diabetes Mellitus Patients Identified by Serum-Based Mass Spectrometry","Yang J, Fang W, Wu W, Tian Z, Gao R, Yu L, Chen D, Weng X, Zhu S, Yang C.","Front Mol Biosci. 2021 Nov 30;8:736272. doi: 10.3389/fmolb.2021.736272. eCollection 2021.","Yang J","Front Mol Biosci","2021","2021/12/17","PMC8670180","","10.3389/fmolb.2021.736272"
"30953148","Urinary equol, but not daidzein and genistein, was inversely associated with the risk of type 2 diabetes in Chinese adults","Dong HL, Tang XY, Deng YY, Zhong QW, Wang C, Zhang ZQ, Chen YM.","Eur J Nutr. 2020 Mar;59(2):719-728. doi: 10.1007/s00394-019-01939-0. Epub 2019 Apr 5.","Dong HL","Eur J Nutr","2020","2019/04/07","","","10.1007/s00394-019-01939-0"
"18777494","The application of proteomics technology to thrombosis research: the identification of potential therapeutic targets in cardiovascular disease","Howes JM, Keen JN, Findlay JB, Carter AM.","Diab Vasc Dis Res. 2008 Sep;5(3):205-12. doi: 10.3132/dvdr.2008.033.","Howes JM","Diab Vasc Dis Res","2008","2008/09/09","","","10.3132/dvdr.2008.033"
"29580854","Metabolomics-based evidence of the hypoglycemic effect of Ge-Gen-Jiao-Tai-Wan in type 2 diabetic rats via UHPLC-QTOF/MS analysis","Wang W, Zhao L, He Z, Wu N, Li Q, Qiu X, Zhou L, Wang D.","J Ethnopharmacol. 2018 Jun 12;219:299-318. doi: 10.1016/j.jep.2018.03.026. Epub 2018 Mar 23.","Wang W","J Ethnopharmacol","2018","2018/03/28","","","10.1016/j.jep.2018.03.026"
"30835753","Plasma sphingomyelins increase in pre-diabetic Korean men with abdominal obesity","Im SS, Park HY, Shon JC, Chung IS, Cho HC, Liu KH, Song DK.","PLoS One. 2019 Mar 5;14(3):e0213285. doi: 10.1371/journal.pone.0213285. eCollection 2019.","Im SS","PLoS One","2019","2019/03/06","PMC6400388","","10.1371/journal.pone.0213285"
"31951085","Quantitative Proteomics and Weighted Correlation Network Analysis of Tear Samples in Type 2 Diabetes Patients Complicated with Dry Eye","Zou X, Zhang P, Xu Y, Lu L, Zou H.","Proteomics Clin Appl. 2020 Jul;14(4):e1900083. doi: 10.1002/prca.201900083. Epub 2020 Jan 29.","Zou X","Proteomics Clin Appl","2020","2020/01/18","","","10.1002/prca.201900083"
"29182332","Quantitative Evaluation of Serum Proteins Uncovers a Protein Signature Related to Maturity-Onset Diabetes of the Young (MODY)","Tuerxunyiming M, Xian F, Zi J, Yimamu Y, Abuduwayite R, Ren Y, Li Q, Abudula A, Liu S, Mohemaiti P.","J Proteome Res. 2018 Jan 5;17(1):670-679. doi: 10.1021/acs.jproteome.7b00727. Epub 2017 Dec 14.","Tuerxunyiming M","J Proteome Res","2018","2017/11/29","","","10.1021/acs.jproteome.7b00727"
"33935735","Ramulus Mori (Sangzhi) Alkaloids (SZ-A) Ameliorate Glucose Metabolism Accompanied by the Modulation of Gut Microbiota and Ileal Inflammatory Damage in Type 2 Diabetic KKAy Mice","Liu Q, Liu S, Cao H, Ji W, Li C, Huan Y, Lei L, Fu Y, Gao X, Liu Y, Shen Z.","Front Pharmacol. 2021 Apr 15;12:642400. doi: 10.3389/fphar.2021.642400. eCollection 2021.","Liu Q","Front Pharmacol","2021","2021/05/03","PMC8082153","","10.3389/fphar.2021.642400"
"33495038","Assessment of biomarkers associated with rapid renal decline in the detection of retinopathy and its progression in type 2 diabetes: The Fremantle Diabetes Study Phase II","Drinkwater JJ, Peters K, Davis WA, Turner AW, Bringans SD, Lipscombe RJ, Davis TME.","J Diabetes Complications. 2021 Apr;35(4):107853. doi: 10.1016/j.jdiacomp.2021.107853. Epub 2021 Jan 9.","Drinkwater JJ","J Diabetes Complications","2021","2021/01/26","","","10.1016/j.jdiacomp.2021.107853"
"34754007","Plasma extracellular vesicles in people living with HIV and type 2 diabetes are related to microbial translocation and cardiovascular risk","Vestad B, Nyman TA, Hove-Skovsgaard M, Stensland M, Hoel H, Trøseid AS, Aspelin T, Aass HCD, Puhka M, Hov JR, Nielsen SD, Øvstebø R, Trøseid M.","Sci Rep. 2021 Nov 9;11(1):21936. doi: 10.1038/s41598-021-01334-y.","Vestad B","Sci Rep","2021","2021/11/10","PMC8578564","","10.1038/s41598-021-01334-y"
"33633132","Solidified glomerulosclerosis, identified using single glomerular proteomics, predicts end-stage renal disease in Chinese patients with type 2 diabetes","Zhao L, Liu F, Li L, Zhang J, Wang T, Zhang R, Zhang W, Yang X, Zeng X, Wang Y, Wu Y, Yang H, Wang S, Zhong Y, Xu H, Wang S, Guo R, Ren H, Yang L, Su B, Zhang J, Tong N, Zhou XJ, Cooper ME.","Sci Rep. 2021 Feb 25;11(1):4658. doi: 10.1038/s41598-021-83856-z.","Zhao L","Sci Rep","2021","2021/02/26","PMC7907371","","10.1038/s41598-021-83856-z"
"34131782","Branched-chain amino acid metabolism is regulated by ERRα in primary human myotubes and is further impaired by glucose loading in type 2 diabetes","Sjögren RJO, Rizo-Roca D, Chibalin AV, Chorell E, Furrer R, Katayama S, Harada J, Karlsson HKR, Handschin C, Moritz T, Krook A, Näslund E, Zierath JR.","Diabetologia. 2021 Sep;64(9):2077-2091. doi: 10.1007/s00125-021-05481-9. Epub 2021 Jun 16.","Sjögren RJO","Diabetologia","2021","2021/06/16","PMC8382616","","10.1007/s00125-021-05481-9"
"33078488","Is hyperglycemia the only risk factor for implant in type 2 diabetics during the healing period?","Tang D, Wang E, Xu Y, Liang C, Liu C, Lin X, Li J.","Oral Dis. 2021 Sep;27(6):1551-1563. doi: 10.1111/odi.13685. Epub 2020 Nov 20.","Tang D","Oral Dis","2021","2020/10/20","","","10.1111/odi.13685"
